provider,plan_title,capacity,period,price,data_mb,validity_days,plan_cost,is_daily_quota,plan_total_data_mb,total_plan_cost_for_trip,overall_cost_per_day
66e18e73597f9c6d753b7571,FREE France eSIM &amp; Data,No throttling.,30 Days,0,,30,0.0,False,,0.0,0.0
66e18e73597f9c6d753b7571,FREE Europe eSIM &amp; Data,No throttling.,30 Days,0,,30,0.0,False,,0.0,0.0
66ac21966d047ed956f30520,iRoamly-eSIM-500MB-1 Day-Daily-Free,500 MB,1 Days,0,500.0,1,0.0,False,500.0,0.0,0.0
5c89d6b91144d06205595375,France,500 MB,7 Days,0,500.0,7,0.0,False,500.0,0.0,0.0
5c89d6b91144d06205595375,Europe,500 MB,7 Days,0,500.0,7,0.0,False,500.0,0.0,0.0
61092d9ae3da2061875bc429,Corvus Europe,100 MB,7 Days,0,100.0,7,0.0,False,100.0,0.0,0.0
66719ce7b8d1560ec8b11691,Firsty Free,,1 Days,0,,1,0.0,False,,0.0,0.0
5d4a55600c59513ea8d90d02,France,500 MB,3 Days,0,500.0,3,0.0,False,500.0,0.0,0.0
5d4a55600c59513ea8d90d02,Europe &amp; UK,500 MB,3 Days,0,500.0,3,0.0,False,500.0,0.0,0.0
65fd5b85efc7ee1e3444055a,France 5G 1 Day / Daily 500MB,Unlimited 512kbps after high-speed data is used up.,1 Days,0,,1,0.0,False,,0.0,0.0
65fd5b85efc7ee1e3444055a,Europe 36 Countries 1 Day / Daily 500MB,Unlimited 128kbps after high-speed data is used up.,1 Days,0,,1,0.0,False,,0.0,0.0
682d271c08820152a644c1ce,France  1GB/day for 1 day,1000 MB,1 Days,0,1000.0,1,0.0,False,1000.0,0.0,0.0
682d271c08820152a644c1ce,Europe  (33 Countries) 1GB/day for,1000 MB,1 Days,0,1000.0,1,0.0,False,1000.0,0.0,0.0
63c52208de7c07fba95ec104,Europe Explorer - 3 Days - 1 GB (39 countries),1000 MB,3 Days,0,1000.0,3,0.0,False,1000.0,0.0,0.0
63c52208de7c07fba95ec104,France - 3 Days - 1 GB,1000 MB,3 Days,0,1000.0,3,0.0,False,1000.0,0.0,0.0
658542de5131ef287a24cf6f,France 1GB,No daily data limit or throttling,730 Days,0,,730,0.0,True,,0.0,0.0
658542de5131ef287a24cf6f,Europe 1GB,No daily data limit or throttling,730 Days,0,,730,0.0,True,,0.0,0.0
658542de5131ef287a24cf6f,Global eSIM 1GB (2 years),No daily data limit or throttling,730 Days,0,,730,0.0,True,,0.0,0.0
65fd5b85efc7ee1e3444055a,Europe 41 Countries 5G 1 Day / Total 200MB,Unlimited 128kbps after high-speed data is used up.,1 Days,0.010000000000000009,,1,0.010000000000000009,False,,0.1100000000000001,0.010000000000000009
63c52208de7c07fba95ec104,Europe Explorer (Stand w'Ukraine) - 3 Days - 1 GB (39 countries),1000 MB,3 Days,0.1900000000000004,1000.0,3,0.1900000000000004,False,1000.0,0.7600000000000016,0.06909090909090923
6569737630f6dcfb30352bf3,France - 1GB/7Days,Unthrottled,7 Days,0.86,,7,0.86,False,,1.72,0.15636363636363637
651a85325fee853583ffe8e5,"France (Orange, SFR, Bouygues) - 1GB/7Days",Unthrottled,7 Days,0.88,,7,0.88,False,,1.76,0.16
65fd5b85efc7ee1e3444055a,France 5G 1 Day / Daily 1GB,Unlimited 512kbps after high-speed data is used up.,1 Days,0.19999999999999996,,1,0.19999999999999996,False,,2.1999999999999993,0.19999999999999993
6792061a96f9d33acf3046d4,France 3GB 15Days,3000 MB,15 Days,2.25,3000.0,15,2.25,False,3000.0,2.25,0.20454545454545456
681ee80c407513192318e167,France - 3 GB,3000 MB,30 Days,2.6,3000.0,30,2.6,False,3000.0,2.6,0.23636363636363636
65fd5b85efc7ee1e3444055a,France 5G 15 Days / Total 3GB,3000 MB,15 Days,2.63,3000.0,15,2.63,False,3000.0,2.63,0.23909090909090908
65fd5b85efc7ee1e3444055a,Europe 36 Countries 1 Day / Daily 1GB,Unlimited 128kbps after high-speed data is used up.,1 Days,0.24,,1,0.24,False,,2.6399999999999997,0.23999999999999996
6703d78781b690b781d3bac0,France,"Orange, SFR, and Bouygues prepaid data bundles. Add various data bundles to your line, each with its validity period and data allowance.",15 Days,2.66,,15,2.66,False,,2.66,0.24181818181818182
6792061a96f9d33acf3046d4,France 3GB 30Days,3000 MB,30 Days,2.7,3000.0,30,2.7,False,3000.0,2.7,0.24545454545454548
65fd5b85efc7ee1e3444055a,Europe 36 Countries 15 Days / Total 3GB,Unlimited 128kbps after high-speed data is used up.,15 Days,2.76,,15,2.76,False,,2.76,0.2509090909090909
67f0abeb2a0a3aefec7a4e0f,eSIM 3GB 30 Days France,3000 MB,30 Days,2.83,3000.0,30,2.83,False,3000.0,2.83,0.25727272727272726
68c14302db0d9dcc729f5232,Best 5G Coverage in France (3GB/30Days),3000 MB,30 Days,2.85,3000.0,30,2.85,False,3000.0,2.85,0.2590909090909091
65fd5b85efc7ee1e3444055a,Europe 41 Countries 5G 1 Day / Daily 500MB,Unlimited 128kbps after high-speed data is used up.,1 Days,0.26,,1,0.26,False,,2.8600000000000003,0.26
651a85325fee853583ffe8e5,Best Europe 35 - 1GB/7Days,Unthrottled,7 Days,1.44,,7,1.44,False,,2.88,0.2618181818181818
682d271c08820152a644c1ce,France  Total 3GB for 15 days,3000 MB,15 Days,2.9000000000000004,3000.0,15,2.9000000000000004,False,3000.0,2.9000000000000004,0.26363636363636367
675932492a67cac0f31af1af,France 3GB 30Days,3000 MB,30 Days,2.91,3000.0,30,2.91,False,3000.0,2.91,0.2645454545454546
6893406fad0c5ce27be2e9bd,Europe eSIM,1GB,7 Days,0.98,1000.0,7,0.98,False,1000.0,2.94,0.2672727272727273
6760c58e8c8ea74873b8bca7,France 3 GB for 15 days,3000 MB,15 Days,2.95,3000.0,15,2.95,False,3000.0,2.95,0.2681818181818182
65fd5b85efc7ee1e3444055a,Europe 36 Countries 20 Days / Total 3GB,Unlimited 128kbps after high-speed data is used up.,20 Days,2.95,,20,2.95,False,,2.95,0.2681818181818182
63c9055d1fddfcd02ef84f69,France 1GB,1000 MB,7 Days,0.99,1000.0,7,0.99,False,1000.0,2.9699999999999998,0.26999999999999996
63c9055d1fddfcd02ef84f69,France 3GB,3000 MB,30 Days,2.97,3000.0,30,2.97,False,3000.0,2.97,0.27
656ef630e60950c9a706e6ff,Global 1GB,1000 MB,4 Days,1,1000.0,4,1.0,False,1000.0,3.0,0.2727272727272727
656ef630e60950c9a706e6ff,France 1GB,1000 MB,4 Days,1,1000.0,4,1.0,False,1000.0,3.0,0.2727272727272727
66744f19437944d4aa0af252,Sim Card for France - 3GB - 15 Days,3000 MB,15 Days,3.03,3000.0,15,3.03,False,3000.0,3.03,0.27545454545454545
66744f19437944d4aa0af252,Sim Card for France - 3GB - 30 Days,3000 MB,30 Days,3.11,3000.0,30,3.11,False,3000.0,3.11,0.2827272727272727
65fd5b85efc7ee1e3444055a,France 5G 30 Days / Total 3GB,3000 MB,30 Days,3.13,3000.0,30,3.13,False,3000.0,3.13,0.28454545454545455
66e18e73597f9c6d753b7571,France - 30 Days,No throttling.,30 Days,3.16,,30,3.16,False,,3.16,0.2872727272727273
6893406fad0c5ce27be2e9bd,Europe eSIM,1GB,14 Days,1.07,1000.0,14,1.07,False,1000.0,3.21,0.2918181818181818
63760bdc4e2b1c13f365b600,Europe H 3GB 15Day,Reduced to 128kbps after a total of 3GB,15 Days,3.24,3000.0,15,3.24,False,3000.0,3.24,0.29454545454545455
65fd5b85efc7ee1e3444055a,France 5G 3 Days / Daily 500MB,Unlimited 512kbps after high-speed data is used up.,3 Days,0.8200000000000001,,3,0.8200000000000001,False,,3.2800000000000002,0.2981818181818182
65fd5b85efc7ee1e3444055a,Europe 36 Countries 30 Days / Total 3GB,Unlimited 128kbps after high-speed data is used up.,30 Days,3.2800000000000002,,30,3.2800000000000002,False,,3.2800000000000002,0.2981818181818182
66ac21966d047ed956f30520,France-eSIM-3GB-15 Days-Total,3000 MB,15 Days,3.3,3000.0,15,3.3,False,3000.0,3.3,0.3
663a1a4b5fddf2d5b402906b,Europe Sprint eSIM 3 GB - 15 Days,3000 MB,15 Days,3.33,3000.0,15,3.33,False,3000.0,3.33,0.30272727272727273
5eb95317a5faaf0b7dfa9b24,Global eSIM [45 countries] 15 Days 3GB,3000 MB,15 Days,3.4,3000.0,15,3.4,False,3000.0,3.4,0.3090909090909091
6271ccfff446fdedf3ef9a00,Local France - 30 Days - 3 GB,3GB,30 Days,3.4,3000.0,30,3.4,False,3000.0,3.4,0.3090909090909091
659fbea879f1e6c5568353ba,Europe 3GB 30Days,3000 MB,30 Days,3.4,3000.0,30,3.4,False,3000.0,3.4,0.3090909090909091
659fbea879f1e6c5568353ba,France 3GB 30Days,3000 MB,30 Days,3.4,3000.0,30,3.4,False,3000.0,3.4,0.3090909090909091
651a85325fee853583ffe8e5,"France (Orange, SFR, Bouygues) - 3GB/30Days",Unthrottled,30 Days,3.47,,30,3.47,False,,3.47,0.3154545454545455
6893406fad0c5ce27be2e9bd,Europe eSIM,1GB,20 Days,1.16,1000.0,20,1.16,False,1000.0,3.4799999999999995,0.31636363636363635
63760bdc4e2b1c13f365b600,Europe H 3GB 30Day,Reduced to 128kbps after a total of 3GB,30 Days,3.49,3000.0,30,3.49,False,3000.0,3.49,0.3172727272727273
63c52208de7c07fba95ec104,France - 15 Days - 3 GB,3000 MB,15 Days,3.49,3000.0,15,3.49,False,3000.0,3.49,0.3172727272727273
63c52208de7c07fba95ec104,Europe Explorer - 15 Days - 3 GB (39 countries),3000 MB,15 Days,3.49,3000.0,15,3.49,False,3000.0,3.49,0.3172727272727273
66ac21966d047ed956f30520,France-eSIM-3GB-30 Days-Total,3000 MB,30 Days,3.5,3000.0,30,3.5,False,3000.0,3.5,0.3181818181818182
665ed6fa8fd63873885d7aeb,France 3GB 15Days,3000 MB,15 Days,3.5,3000.0,15,3.5,False,3000.0,3.5,0.3181818181818182
6271ccfff446fdedf3ef9a00,Regional Europe - 30 Days - 3 GB,3GB,30 Days,3.5,3000.0,30,3.5,False,3000.0,3.5,0.3181818181818182
682d271c08820152a644c1ce,Europe  (33 Countries) Total 3GB fo,3000 MB,15 Days,3.5,3000.0,15,3.5,False,3000.0,3.5,0.3181818181818182
6284ecd32e3b6ce037733d6e,Surf 3GB in France for 30 days,3000 MB,30 Days,3.52,3000.0,30,3.52,False,3000.0,3.52,0.32
65fd5b85efc7ee1e3444055a,Europe 36 Countries 3 Days / Daily 500MB,Unlimited 128kbps after high-speed data is used up.,3 Days,0.8899999999999999,,3,0.8899999999999999,False,,3.5599999999999996,0.3236363636363636
6893406fad0c5ce27be2e9bd,Europe eSIM,1GB,3 Days,0.89,1000.0,3,0.89,False,1000.0,3.56,0.32363636363636367
67f0abeb2a0a3aefec7a4e0f,eSIM EUROPE 3GB 30Days Economy,3000 MB,30 Days,3.58,3000.0,30,3.58,False,3000.0,3.58,0.32545454545454544
6792061a96f9d33acf3046d4,France 5GB 30Days,5000 MB,30 Days,3.6,5000.0,30,3.6,False,5000.0,3.6,0.32727272727272727
5c6df152447a286186dea121,,5000 MB,30 Days,3.6,5000.0,30,3.6,False,5000.0,3.6,0.32727272727272727
5c6df152447a286186dea121,,3000 MB,30 Days,3.6,3000.0,30,3.6,False,3000.0,3.6,0.32727272727272727
643fbeb179777aa7ebe1e0f6,3 GB France eSIM Mobile Data Plan,3000 MB,15 Days,3.6,3000.0,15,3.6,False,3000.0,3.6,0.32727272727272727
6760c58e8c8ea74873b8bca7,France 5 GB for 30 days,5000 MB,30 Days,3.65,5000.0,30,3.65,False,5000.0,3.65,0.3318181818181818
6284ecd32e3b6ce037733d6e,Surf 1GB in France for 30 days,1000 MB,30 Days,1.22,1000.0,30,1.22,False,1000.0,3.66,0.33272727272727276
5eb95317a5faaf0b7dfa9b24,Global eSIM [45 countries] 30 Days 3GB,3000 MB,30 Days,3.7,3000.0,30,3.7,False,3000.0,3.7,0.33636363636363636
6284ecd32e3b6ce037733d6e,Surf 3GB in Europe per 30 days,3000 MB,30 Days,3.71,3000.0,30,3.71,False,3000.0,3.71,0.3372727272727273
6764f0cca7e04a963bb3a185,15Day 3GB Data For  France in  Unthrottled,3221 MB,15 Days,3.74,3221.0,15,3.74,False,3221.0,3.74,0.34
6893406fad0c5ce27be2e9bd,Europe eSIM,1GB,30 Days,1.25,1000.0,30,1.25,False,1000.0,3.75,0.3409090909090909
665ed6fa8fd63873885d7aeb,France 3GB 30Days,3000 MB,30 Days,3.75,3000.0,30,3.75,False,3000.0,3.75,0.3409090909090909
663a1a4b5fddf2d5b402906b,Europe Sprint eSIM 3 GB - 30 Days,3000 MB,30 Days,3.8,3000.0,30,3.8,False,3000.0,3.8,0.34545454545454546
663a1a4b5fddf2d5b402906b,France eSIM 3 GB - 15 Days,3000 MB,15 Days,3.8,3000.0,15,3.8,False,3000.0,3.8,0.34545454545454546
65fd5b85efc7ee1e3444055a,Europe 41 Countries 5G 15 Days / Total 3GB,Unlimited 128kbps after high-speed data is used up.,15 Days,3.8,,15,3.8,False,,3.8,0.34545454545454546
682d271c08820152a644c1ce,France  Total 3GB for 7 days,3000 MB,7 Days,1.9000000000000004,3000.0,7,1.9000000000000004,False,3000.0,3.8000000000000007,0.3454545454545455
6284ecd32e3b6ce037733d6e,Surf 1GB in Europe per 30 days,1000 MB,30 Days,1.27,1000.0,30,1.27,False,1000.0,3.81,0.3463636363636364
681ee80c407513192318e167,France - 5 GB,5000 MB,30 Days,3.9,5000.0,30,3.9,False,5000.0,3.9,0.35454545454545455
683f99e07ee7f5a961c0c859,France 3GB 30Days,3000 MB,30 Days,3.9,3000.0,30,3.9,False,3000.0,3.9,0.35454545454545455
683f99e07ee7f5a961c0c859,France 3GB 15Days,3000 MB,15 Days,3.9,3000.0,15,3.9,False,3000.0,3.9,0.35454545454545455
681ee80c407513192318e167,France - 1 GB,1000 MB,7 Days,1.3,1000.0,7,1.3,False,1000.0,3.9000000000000004,0.35454545454545455
67f0abeb2a0a3aefec7a4e0f,eSIM 1GB 7 Days France,1000 MB,7 Days,1.3,1000.0,7,1.3,False,1000.0,3.9000000000000004,0.35454545454545455
67f0abeb2a0a3aefec7a4e0f,eSIM France 3GB 30Days Economy,3000 MB,30 Days,3.91,3000.0,30,3.91,False,3000.0,3.91,0.35545454545454547
6569737630f6dcfb30352bf3,Europe 35 - 1GB/7Days,Unthrottled,7 Days,1.98,,7,1.98,False,,3.96,0.36
66e18e73597f9c6d753b7571,Europe - 30 Days,No throttling.,30 Days,3.96,,30,3.96,False,,3.96,0.36
68a99855f4b71e31b8711ba0,France 3GB 15 days,3000 MB,15 Days,3.98,3000.0,15,3.98,False,3000.0,3.98,0.3618181818181818
655c9ea51f0926ec7c37def1,France,4000 MB,7 Days,1.9900000000000002,4000.0,7,1.9900000000000002,False,4000.0,3.9800000000000004,0.36181818181818187
655c9ea51f0926ec7c37def1,Europe (incl UK and Switzerland),2500 MB,7 Days,1.9900000000000002,2500.0,7,1.9900000000000002,False,2500.0,3.9800000000000004,0.36181818181818187
63760bdc4e2b1c13f365b600,Europe G 3GB 15Day,Reduced to 128kbps after a total of 3GB,15 Days,3.99,3000.0,15,3.99,False,3000.0,3.99,0.36272727272727273
66c47261d104e43232185ad1,France 3GB for 30 Days,3000 MB,30 Days,4,3000.0,30,4.0,False,3000.0,4.0,0.36363636363636365
66e7e0c07bf608c0e0e49f45,France 3 GB - 30 Days,3000 MB,30 Days,4,3000.0,30,4.0,False,3000.0,4.0,0.36363636363636365
67f7ef2af6193863e84220a1,eSIM 3GB for 30 Days in France,3000 MB,30 Days,4,3000.0,30,4.0,False,3000.0,4.0,0.36363636363636365
6792061a96f9d33acf3046d4,France 1GB 7Days,1000 MB,7 Days,1.35,1000.0,7,1.35,False,1000.0,4.050000000000001,0.3681818181818182
66744f19437944d4aa0af252,Sim Card for France - 5GB - 30 Days,5000 MB,30 Days,4.06,5000.0,30,4.06,False,5000.0,4.06,0.3690909090909091
63c9055d1fddfcd02ef84f69,Europe 1GB,1000 MB,7 Days,1.39,1000.0,7,1.39,False,1000.0,4.17,0.3790909090909091
65fd5b85efc7ee1e3444055a,France 5G 5 Days / Total 1GB,1000 MB,5 Days,1.3900000000000001,1000.0,5,1.3900000000000001,False,1000.0,4.17,0.3790909090909091
63c9055d1fddfcd02ef84f69,Europe 3GB,3000 MB,30 Days,4.17,3000.0,30,4.17,False,3000.0,4.17,0.3790909090909091
6111c0893bead6451dd9ce51,France 4GB 30 Days,4000 MB,30 Days,4.18,4000.0,30,4.18,False,4000.0,4.18,0.37999999999999995
67f32a92d392d55306110f1a,France 3GB 15Days,3000 MB,15 Days,4.2,3000.0,15,4.2,False,3000.0,4.2,0.38181818181818183
63760bdc4e2b1c13f365b600,Europe A 3GB 15Day,Reduced to 128kbps after a total of 3GB,15 Days,4.23,3000.0,15,4.23,False,3000.0,4.23,0.3845454545454546
63760bdc4e2b1c13f365b600,Europe G 3GB 30Day,Reduced to 128kbps after a total of 3GB,30 Days,4.23,3000.0,30,4.23,False,3000.0,4.23,0.3845454545454546
663a1a4b5fddf2d5b402906b,Balkans eSIM 3 GB - 15 Days,3000 MB,15 Days,4.28,3000.0,15,4.28,False,3000.0,4.28,0.3890909090909091
663a1a4b5fddf2d5b402906b,France eSIM 3 GB - 30 Days,3000 MB,30 Days,4.28,3000.0,30,4.28,False,3000.0,4.28,0.3890909090909091
63760bdc4e2b1c13f365b600,France 3GB 15Day,3000 MB,15 Days,4.3,3000.0,15,4.3,False,3000.0,4.3,0.3909090909090909
5eb95317a5faaf0b7dfa9b24,Europe eSIM [41 countries] 15 Days 3GB,3000 MB,15 Days,4.31,3000.0,15,4.31,False,3000.0,4.31,0.3918181818181818
67f0abeb2a0a3aefec7a4e0f,eSIM 2GB 15 Days France,2000 MB,15 Days,2.16,2000.0,15,2.16,False,2000.0,4.32,0.39272727272727276
6569737630f6dcfb30352bf3,Europe 35 - 3GB/30Days,Unthrottled,30 Days,4.32,,30,4.32,False,,4.32,0.39272727272727276
65fd5b85efc7ee1e3444055a,France 5G 7 Days / Total 3GB,3000 MB,7 Days,2.17,3000.0,7,2.17,False,3000.0,4.34,0.39454545454545453
675932492a67cac0f31af1af,France 5GB 30Days,5000 MB,30 Days,4.37,5000.0,30,4.37,False,5000.0,4.37,0.3972727272727273
67f0abeb2a0a3aefec7a4e0f,eSIM France 3GB 14Days Premium,3000 MB,14 Days,4.37,3000.0,14,4.37,False,3000.0,4.37,0.3972727272727273
656019a51f0926ec7c9be0d2,France 3GB,3000 MB,30 Days,4.39,3000.0,30,4.39,False,3000.0,4.39,0.39909090909090905
689d5b0cd5589d4f71cf9559,France 3GB 15 days,3000 MB,15 Days,4.39,3000.0,15,4.39,False,3000.0,4.39,0.39909090909090905
65fd5b85efc7ee1e3444055a,Europe 41 Countries 5G 30 Days / Total 3GB,Unlimited 128kbps after high-speed data is used up.,30 Days,4.39,,30,4.39,False,,4.39,0.39909090909090905
67d42f6255619141b6762338,Europe (34 countries) 3GB/15 days,3000 MB,15 Days,4.39,3000.0,15,4.39,False,3000.0,4.39,0.39909090909090905
67d42f6255619141b6762338,Europe (34 countries) 3GB/30 days,3000 MB,30 Days,4.39,3000.0,30,4.39,False,3000.0,4.39,0.39909090909090905
65fd5b85efc7ee1e3444055a,Europe &amp; Asia &amp; US 41 Countries 1 Day / Daily 500MB,Unlimited 384kbps after high-speed data is used up.,1 Days,0.3999999999999999,,1,0.3999999999999999,False,,4.399999999999999,0.39999999999999986
67f32a92d392d55306110f1a,France 3GB 30Days,3000 MB,30 Days,4.4,3000.0,30,4.4,False,3000.0,4.4,0.4
6271ccfff446fdedf3ef9a00,Local France - 30 Days - 5 GB,5GB,30 Days,4.4,5000.0,30,4.4,False,5000.0,4.4,0.4
65fd5b85efc7ee1e3444055a,Europe 41 Countries 5G 5 Days / Total 1GB,Unlimited 128kbps after high-speed data is used up.,5 Days,1.4700000000000002,,5,1.4700000000000002,False,,4.41,0.40090909090909094
65fd5b85efc7ee1e3444055a,France 5G 15 Days / Total 5GB,5000 MB,15 Days,4.45,5000.0,15,4.45,False,5000.0,4.45,0.40454545454545454
63760bdc4e2b1c13f365b600,Europe H 5GB 15Day,Reduced to 128kbps after a total of 5GB,15 Days,4.48,5000.0,15,4.48,False,5000.0,4.48,0.4072727272727273
63760bdc4e2b1c13f365b600,Europe A 3GB 30Day,Reduced to 128kbps after a total of 3GB,30 Days,4.48,3000.0,30,4.48,False,3000.0,4.48,0.4072727272727273
6386134ed12efb94fc05f1fb,France 3 GB,3000 MB,30 Days,4.49,3000.0,30,4.49,False,3000.0,4.49,0.4081818181818182
648ad56367000ad251f95680,Europe+,3000 MB,30 Days,4.49,3000.0,30,4.49,False,3000.0,4.49,0.4081818181818182
6703d78781b690b781d3bac0,eSIM:  Europe +,"Stay Connected Across Europe: Enjoy Your Trip with Seamless Internet Expanded coverage in 30+ European countries.. Add various data bundles to your line, each with its validity period and data allowance.",7 Days,2.25,,7,2.25,False,,4.5,0.4090909090909091
648ad56367000ad251f95680,Europe,3000 MB,30 Days,4.5,3000.0,30,4.5,False,3000.0,4.5,0.4090909090909091
648ad56367000ad251f95680,France,3000 MB,30 Days,4.5,3000.0,30,4.5,False,3000.0,4.5,0.4090909090909091
602194fd4b7cb92caf6ffad3,Local France - 7 Days - 1 GB,1000 MB,7 Days,1.5,1000.0,7,1.5,False,1000.0,4.5,0.4090909090909091
6569737630f6dcfb30352bf3,France - 3GB/30Days,Unthrottled,30 Days,4.5,,30,4.5,False,,4.5,0.4090909090909091
66fb8684e6cdd578fe555fdc,France - Regular,1000 MB,7 Days,1.51,1000.0,7,1.51,False,1000.0,4.53,0.41181818181818186
65fd5b85efc7ee1e3444055a,Europe 36 Countries 7 Days / Total 3GB,Unlimited 128kbps after high-speed data is used up.,7 Days,2.27,,7,2.27,False,,4.54,0.4127272727272727
66f0e534caf2be119de832f9,France eSIM Roaming Data,"1- 12 GB high speed data, No throttling and no daily limits",15 Days,4.59,12000.0,15,4.59,True,180000.0,4.59,0.41727272727272724
66f0e534caf2be119de832f9,Europe eSIM Roaming Data,"1- 12 GB high speed data, No throttling and no daily limits",30 Days,4.6,12000.0,30,4.6,True,360000.0,4.6,0.41818181818181815
675932492a67cac0f31af1af,France 1GB 30Days,1000 MB,30 Days,1.55,1000.0,30,1.55,False,1000.0,4.65,0.4227272727272728
65fd5b85efc7ee1e3444055a,Europe 36 Countries 15 Days / Total 5GB,Unlimited 128kbps after high-speed data is used up.,15 Days,4.65,,15,4.65,False,,4.65,0.4227272727272728
6893406fad0c5ce27be2e9bd,Europe eSIM,3GB,14 Days,4.67,3000.0,14,4.67,False,3000.0,4.67,0.42454545454545456
6764f0cca7e04a963bb3a185,3GB eSIM Data For  30 Days in  Europe,3000 MB,30 Days,4.68,3000.0,30,4.68,False,3000.0,4.68,0.4254545454545454
659fbea879f1e6c5568353ba,France 5GB 30Days,5000 MB,30 Days,4.68,5000.0,30,4.68,False,5000.0,4.68,0.4254545454545454
6271ccfff446fdedf3ef9a00,Regional Europe - 30 Days - 5 GB,5GB,30 Days,4.7,5000.0,30,4.7,False,5000.0,4.7,0.4272727272727273
66fb8684e6cdd578fe555fdc,France - Regular,2000 MB,15 Days,2.36,2000.0,15,2.36,False,2000.0,4.72,0.4290909090909091
63760bdc4e2b1c13f365b600,Europe H 5GB 30Day,Reduced to 128kbps after a total of 5GB,30 Days,4.73,5000.0,30,4.73,False,5000.0,4.73,0.43000000000000005
65fd5b85efc7ee1e3444055a,Europe &amp; Asia &amp; US 41 Countries 5 Days / Total 1GB,1000 MB,5 Days,1.58,1000.0,5,1.58,False,1000.0,4.74,0.4309090909090909
665ed6fa8fd63873885d7aeb,France 5GB 30Days,5000 MB,30 Days,4.75,5000.0,30,4.75,False,5000.0,4.75,0.4318181818181818
663a1a4b5fddf2d5b402906b,France eSIM 5 GB - 15 Days,5000 MB,15 Days,4.75,5000.0,15,4.75,False,5000.0,4.75,0.4318181818181818
663a1a4b5fddf2d5b402906b,Europe eSIM 3 GB - 15 Days,3000 MB,15 Days,4.75,3000.0,15,4.75,False,3000.0,4.75,0.4318181818181818
663a1a4b5fddf2d5b402906b,Europe &amp; United States eSIM 3 GB - 15 Days,3000 MB,15 Days,4.75,3000.0,15,4.75,False,3000.0,4.75,0.4318181818181818
6893406fad0c5ce27be2e9bd,Europe eSIM,3GB,20 Days,4.76,3000.0,20,4.76,False,3000.0,4.76,0.4327272727272727
66e18e73597f9c6d753b7571,France - 30 Days,No throttling.,30 Days,4.76,,30,4.76,False,,4.76,0.4327272727272727
63760bdc4e2b1c13f365b600,France 3GB 30Day,3000 MB,30 Days,4.78,3000.0,30,4.78,False,3000.0,4.78,0.43454545454545457
67d42f6255619141b6762338,"Europe 8 countries, 3GB",3000 MB,15 Days,4.79,3000.0,15,4.79,False,3000.0,4.79,0.4354545454545455
67f7ef2af6193863e84220a1,eSIM 3GB for 30 Days in Europe Lite,3000 MB,30 Days,4.8,3000.0,30,4.8,False,3000.0,4.8,0.43636363636363634
67f7ef2af6193863e84220a1,eSIM 3GB for 30 Days in Europe+,3000 MB,30 Days,4.8,3000.0,30,4.8,False,3000.0,4.8,0.43636363636363634
66ac21966d047ed956f30520,France-eSIM-1GB-5 Days-Total,1000 MB,5 Days,1.6,1000.0,5,1.6,False,1000.0,4.800000000000001,0.43636363636363645
643fbeb179777aa7ebe1e0f6,1 GB France eSIM Mobile Data Plan,1000 MB,7 Days,1.6,1000.0,7,1.6,False,1000.0,4.800000000000001,0.43636363636363645
67f7ef2af6193863e84220a1,eSIM 1GB for 7 Days in France,1000 MB,7 Days,1.6,1000.0,7,1.6,False,1000.0,4.800000000000001,0.43636363636363645
5eb95317a5faaf0b7dfa9b24,Global eSIM [24 Regions] 30 Days 3GB,3000 MB,30 Days,4.81,3000.0,30,4.81,False,3000.0,4.81,0.43727272727272726
65fd5b85efc7ee1e3444055a,Europe 5G 49 Destinations 1 Day / Daily 500MB,Unlimited 128kbps after high-speed data is used up.,1 Days,0.43999999999999995,,1,0.43999999999999995,False,,4.84,0.44
65fd5b85efc7ee1e3444055a,Europe 5G 49 Destinations 15 Days / Total 3GB,Unlimited 128kbps after high-speed data is used up.,15 Days,4.84,,15,4.84,False,,4.84,0.44
6893406fad0c5ce27be2e9bd,Europe eSIM,3GB,30 Days,4.85,3000.0,30,4.85,False,3000.0,4.85,0.44090909090909086
65aa0df15b71971c8cb28801,3GB 15 days - France,3000 MB,15 Days,4.9,3000.0,15,4.9,False,3000.0,4.9,0.4454545454545455
5eb95317a5faaf0b7dfa9b24,Global eSIM [24 Regions] 30 Days 5GB,5000 MB,30 Days,4.9,5000.0,30,4.9,False,5000.0,4.9,0.4454545454545455
682d271c08820152a644c1ce,France  Total 5GB for 15 days,5000 MB,15 Days,4.9,5000.0,15,4.9,False,5000.0,4.9,0.4454545454545455
65fd5b85efc7ee1e3444055a,Europe 36 Countries 20 Days / Total 5GB,Unlimited 128kbps after high-speed data is used up.,20 Days,4.91,,20,4.91,False,,4.91,0.44636363636363635
63c9055d1fddfcd02ef84f69,France 5GB,5000 MB,30 Days,4.95,5000.0,30,4.95,False,5000.0,4.95,0.45
6842ac07d9403b95ce71e2c0,Fr France 3GB 15Days,3000 MB,15 Days,4.95,3000.0,15,4.95,False,3000.0,4.95,0.45
6842ac07d9403b95ce71e2c0,Fr France 3GB 30Days,3000 MB,30 Days,4.95,3000.0,30,4.95,False,3000.0,4.95,0.45
6792061a96f9d33acf3046d4,Europe (34) 3GB 30Days,3000 MB,30 Days,4.95,3000.0,30,4.95,False,3000.0,4.95,0.45
