provider,provider_id,provider_slug,plan_title,capacity,period,price,price_usd_promo,price_usd_base,promo_zero_any,base_zero_any,coverage_count,scope_pref,plan_id
EscapeSIM,656019a51f0926ec7c9be0d2,escapesim,EU 36 3GB,3000 MB,30 Days,3.317724800283054,,3.317724800283054,False,False,0,0,68bef58cc338aabe6a444f47
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Global eSIM [45 countries] 7 Days 3GB,3000 MB,7 Days,3.0,3.0,3.33,False,False,1,2,68c867731c43a850e7c2e60f
BambooSIM,6893406fad0c5ce27be2e9bd,bamboosim,France eSIM,1000 MB,30 Days,3.02,3.02,3.35,False,False,0,0,68c0048da242d9b3034b2ec3
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe &amp; Asia &amp; US 41 Countries 30 Days / Total 1GB,1000 MB,30 Days,2.35,2.35,3.35,False,False,1,1,68c72573418c34d5c8aad7e3
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,1000 MB,1 Days,3.375492937614599,,3.375492937614599,False,False,0,0,68b3190e3b8ae318f6005888
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe &amp; Asia &amp; US (41 Countries) - 3 Days/Daily 1GB,1000 MB/day,3 Days,3.375492937614599,,3.375492937614599,False,False,1,1,68bfdb568525b2c8ebf5c9fe
Airhub,6111c0893bead6451dd9ce51,airhub,France unlimited data 1 Day,3000 MB,1 Days,3.16,3.16,3.4,False,False,1,0,68c6a54b89404b8cb6056303
Manet Travel,6271ccfff446fdedf3ef9a00,manet,Regional Europe+ - 7 Days - 1 GB,1000 MB,7 Days,3.4005023000000003,,3.4005023000000003,False,False,0,1,68c867bb1c43a850e7c3943b
nextSIM,67f0abeb2a0a3aefec7a4e0f,nextsim,eSIM 3GB 30 Days France,3000 MB,30 Days,3.3212354187999997,3.3212354187999997,3.42395404,False,False,0,0,68bff4d8a924d9c70e0df8a6
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Europe eSIM [41 countries] 3 Days 1GB/Day,1000 MB/day,3 Days,3.1,3.1,3.44,False,False,1,1,68c867741c43a850e7c33a08
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,1000 MB,3 Days,3.453448894603388,,3.453448894603388,False,False,0,0,68b3190e3b8ae318f600588a
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe H 5GB 3Day,5000 MB,3 Days,3.49,,3.49,False,False,1,1,68c89201fd7fabd3fefb6508
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe B 3GB/Daily 1Day,3000 MB,1 Days,3.49,,3.49,False,False,1,1,68c891f4fd7fabd3fefa0a28
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe A 3GB 5Day,3000 MB,5 Days,3.49,,3.49,False,False,1,1,68c891fefd7fabd3fefaff31
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe G 3GB 7Day,3000 MB,7 Days,3.49,,3.49,False,False,1,1,68c89200fd7fabd3fefb4385
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe H 3GB 30Day,3000 MB,30 Days,3.49,,3.49,False,False,1,1,68c89201fd7fabd3fefb63e8
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe H 2GB/Daily 3Day,2000 MB/day,3 Days,3.49,,3.49,False,False,1,1,68c89201fd7fabd3fefb62fe
Esimatic,6579951a2ab42e58d53befcd,esimatic,France,1000 MB,1 Days,3.14,3.14,3.49,False,False,0,0,68c1c669053739364a55f279
MobiMatter,6386134ed12efb94fc05f1fb,mobimatter,Balkans Special 1 GB,1000 MB,14 Days,3.49,,3.49,False,False,1,0,68c868451c43a850e7c62164
MobiMatter,6386134ed12efb94fc05f1fb,mobimatter,Europe and USA 1 GB,1000 MB,14 Days,3.49,,3.49,False,False,1,1,68c868451c43a850e7c621ae
MobiMatter,6386134ed12efb94fc05f1fb,mobimatter,Europe 1 GB,1000 MB,7 Days,3.49,,3.49,False,False,1,1,68c868461c43a850e7c62444
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global E 1GB/Daily 1Day,1000 MB,1 Days,3.49,,3.49,False,False,1,2,68c891f7fd7fabd3fefa78a8
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe H 500MB/Daily 7Day,500 MB/day,7 Days,3.49,,3.49,False,False,1,1,68c89201fd7fabd3fefb6202
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe G Unlimited 1Day,0 MB,1 Days,3.49,,3.49,False,False,1,1,68c89200fd7fabd3fefb4d3e
iRoamly,66ac21966d047ed956f30520,iroamly,France-eSIM-Unlimited-Data-1 Day-Daily,500000 MB,1 Days,3.5,,3.5,False,False,0,0,68baada798ac519469ac4bcd
Nesa,6792061a96f9d33acf3046d4,nesa,France 5GB/Day,5000 MB,1 Days,3.15,3.15,3.5,False,False,1,0,68be5c4ba65e2c6a86dae5c4
iRoamly,66ac21966d047ed956f30520,iroamly,France-eSIM-3GB-30 Days-Total,3000 MB,30 Days,3.5,,3.5,False,False,0,0,68baada798ac519469ac4b32
Airhub,6111c0893bead6451dd9ce51,airhub,France 3GB 7Days,3000 MB,7 Days,3.26,3.26,3.5,False,False,0,0,68c6a54a89404b8cb6055443
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe eSIM 3 GB - 7 Days,3000 MB,7 Days,3.33,3.33,3.5,False,False,1,1,68c8930efd7fabd3fefc21ab
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe Sprint eSIM 3 GB - 15 Days,3000 MB,15 Days,3.33,3.33,3.5,False,False,1,1,68c8930ffd7fabd3fefc2cab
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe &amp; United States eSIM 3 GB - 7 Days,3000 MB,7 Days,3.33,3.33,3.5,False,False,1,1,68c8930ffd7fabd3fefc3a32
Always Mobile,665ed6fa8fd63873885d7aeb,always-mobile,France 3GB 15Days,3000 MB,15 Days,3.5,,3.5,False,False,0,0,68c89359fd7fabd3fefd21fe
Nesa,6792061a96f9d33acf3046d4,nesa,Europe (34) 1.5GB/Day,2000 MB,1 Days,3.15,3.15,3.5,False,False,1,1,68be5c4aa65e2c6a86dad31b
Roamify,663a1a4b5fddf2d5b402906b,roamify,Balkans eSIM 2 GB - 15 Days,2000 MB,15 Days,3.33,3.33,3.5,False,False,1,0,68c8930cfd7fabd3fefc06cf
eSimFlare,67f32a92d392d55306110f1a,esimflare,France 1GB/Day,1000 MB/day,3 Days,3.5,,3.5,False,False,0,0,68a8a359bb78507dd90872b6
eSIM.sm,65aa0df15b71971c8cb28801,esimsm,1GB 7 days - Europe,1000 MB,7 Days,3.5,,3.5,False,False,0,1,68aecf355494f01dbc9892f6
Airhub,6111c0893bead6451dd9ce51,airhub,Europe 1GB 7Days,1000 MB,7 Days,3.26,3.26,3.5,False,False,0,1,68c6a54b89404b8cb6056371
ByteSIM,67da4da6ff6041b77e7c4db1,bytesim,France 1GB/day for 1 day,1000 MB,1 Days,3.5,,3.5,False,False,0,0,68c77b152468ddd077932d6e
Roamify,663a1a4b5fddf2d5b402906b,roamify,Mediterranean eSIM 1 GB - 7 Days,1000 MB,7 Days,3.33,3.33,3.5,False,False,1,0,68c89314fd7fabd3fefc96a7
Breeze,6645ebd70ee8bdf7b1b24ed2,breeze,Europe+,1000 MB,1 Days,3.15,3.15,3.5,False,False,0,1,68c89330fd7fabd3fefcffd2
Breeze,6645ebd70ee8bdf7b1b24ed2,breeze,Europe+,1000 MB,7 Days,3.15,3.15,3.5,False,False,0,1,68c89330fd7fabd3fefd0336
Breeze,6645ebd70ee8bdf7b1b24ed2,breeze,France,1000 MB,7 Days,3.15,3.15,3.5,False,False,0,0,68c89330fd7fabd3fefd073d
Always Mobile,665ed6fa8fd63873885d7aeb,always-mobile,Europe(30+ areas) 1GB 7Days,1000 MB,7 Days,3.5,,3.5,False,False,0,1,68c89358fd7fabd3fefd1568
ByteSIM,67da4da6ff6041b77e7c4db1,bytesim,France 500MB/day for 3 days,500 MB/day,3 Days,3.5,,3.5,False,False,0,0,68c77b152468ddd077932d60
RedteaGO,5d16f93191d4f93192b3349c,redtea,Global (130+ areas),300 MB,1 Days,3.33,3.33,3.5,False,False,0,2,68bab972ed9709269b1f9505
UPeSIM,5d9489fcb626af051244d029,upesim,Europe eSIM 1GB 7 Days,1000 MB,7 Days,3.1554316170000005,3.1554316170000005,3.5060351300000003,False,False,1,1,68a89efcbb78507dd9f766d8
UPeSIM,5d9489fcb626af051244d029,upesim,France eSIM 1GB 7 Days,1000 MB,7 Days,3.1554316170000005,3.1554316170000005,3.5060351300000003,False,False,1,0,68a89efcbb78507dd9f76718
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,1000 MB,5 Days,3.508018064495541,,3.508018064495541,False,False,0,0,68b3190e3b8ae318f600588c
Firsty,66719ce7b8d1560ec8b11691,firsty,Firsty First Class (France) - 1 Day,5000 MB,1 Days,3.517761,,3.517761,False,False,0,0,68b1d5022f01bb37575e8d23
Firsty,66719ce7b8d1560ec8b11691,firsty,Firsty Comfort+ (France) - 2 Days,1500 MB/day,2 Days,3.517761,,3.517761,False,False,0,0,68b1d4fb2f01bb37575e643f
nextSIM,67f0abeb2a0a3aefec7a4e0f,nextsim,eSIM France 1GB 7Days Premium,1000 MB,7 Days,3.41222817,3.41222817,3.517761,False,False,0,0,68bff4d1a924d9c70e0daaac
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,1000 MB,7 Days,3.539200447291057,,3.539200447291057,False,False,0,0,68b3190e3b8ae318f600588e
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,1000 MB,10 Days,3.554791638688815,,3.554791638688815,False,False,0,0,68b3190e3b8ae318f6005890
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,1000 MB,15 Days,3.578178425785452,,3.578178425785452,False,False,0,0,68b3190e3b8ae318f6005892
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,Europe eSIM Roaming Data,1000 MB,30 Days,3.585974021484331,,3.585974021484331,False,False,0,1,68b3190e3b8ae318f6005738
Supera link,66fb8684e6cdd578fe555fdc,superalink,France - 5GB/day,5000 MB,1 Days,3.05,3.05,3.59,False,False,1,0,68c893a9fd7fabd3fefd44ce
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 36 Countries 10 Days / Total 3GB,3000 MB,10 Days,2.59,2.59,3.59,False,False,3,1,68c72576418c34d5c8ab0c1a
ESIMFUN,66e7e84524aea80bf91cdd01,esimfun,1GB for 7 days,1000 MB,7 Days,3.5973712886658644,,3.5973712886658644,False,False,0,0,68a8a23ebb78507dd90484eb
eSimFlare,67f32a92d392d55306110f1a,esimflare,France 500MB/Day,500 MB/day,5 Days,3.6,,3.6,False,False,0,0,68a8a359bb78507dd908750a
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,France 5G 15 Days / Total 3GB,3000 MB,15 Days,2.63,2.63,3.63,False,False,1,0,68c72566418c34d5c8a9ea8c
LinkeSIM,6760c58e8c8ea74873b8bca7,linkesim,France 5 GB for 30 days,5000 MB,30 Days,3.65,,3.65,False,False,0,0,68c893dffd7fabd3fefdd417
eSIM4Travel,651a85325fee853583ffe8e5,esim4travel,Best Europe 35 - 500MB Daily / 5Days,500 MB/day,5 Days,3.29,3.29,3.66,False,False,0,1,68a8a05cbb78507dd9fcd9d5
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,France - 1 Day/Unlimited,0 MB,1 Days,3.671725574172,,3.671725574172,False,False,1,0,68bfdb568525b2c8ebf5cfb9
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,France - 7 Days/Total 3GB,3000 MB,7 Days,3.6795211698708785,,3.6795211698708785,False,False,1,0,68bfdb578525b2c8ebf5d0fe
mobineX,663a2caf5fddf2d5b402fd46,mobinex,Unlimited Standard,1000 MB,1 Days,3.33,3.33,3.7,False,False,0,0,68c77a132468ddd07791c7db
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 41 Countries 5G 1 Day / Daily 3GB,3000 MB/day,1 Days,2.71,2.71,3.71,False,False,1,1,68c72575418c34d5c8ab0180
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 41 Countries 5G 3 Days / Daily 1GB,1000 MB/day,3 Days,2.71,2.71,3.71,False,False,1,1,68c72572418c34d5c8aaa08a
eSIMCard,6764f0cca7e04a963bb3a185,esimcard,7Day 3GB Data For  France in  Unthrottled,3221 MB,7 Days,3.36,3.36,3.73,False,False,0,0,68c27de5d67509eadbfd9700
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe H 5GB 5Day,5000 MB,5 Days,3.74,,3.74,False,False,1,1,68c89201fd7fabd3fefb651a
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe C 3GB/Daily 1Day,3000 MB,1 Days,3.74,,3.74,False,False,1,1,68c891f9fd7fabd3fefaeaa0
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe A 3GB 7Day,3000 MB,7 Days,3.74,,3.74,False,False,1,1,68c891fefd7fabd3fefaffab
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe G 3GB 10Day,3000 MB,10 Days,3.74,,3.74,False,False,1,1,68c89200fd7fabd3fefb4408
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global F 500MB/Daily 1Day,500 MB,1 Days,3.74,,3.74,False,False,1,2,68c891f8fd7fabd3fefab4be
Always Mobile,665ed6fa8fd63873885d7aeb,always-mobile,France 3GB 30Days,3000 MB,30 Days,3.75,,3.75,False,False,0,0,68c89359fd7fabd3fefd2203
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 36 Countries 15 Days / Total 3GB,3000 MB,15 Days,2.76,2.76,3.76,False,False,3,1,68c72573418c34d5c8aae417
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe &amp; Asia &amp; US (41 Countries) - 1 Day/Unlimited,0 MB,1 Days,3.7730683182574265,,3.7730683182574265,False,False,1,1,68bfdb568525b2c8ebf5ab42
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Global eSIM [45 countries] 15 Days 3GB,3000 MB,15 Days,3.4,3.4,3.78,False,False,1,2,68c867731c43a850e7c2e67c
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Global eSIM [45 countries] 5 Days 1GB/Day,1000 MB/day,5 Days,3.4,3.4,3.78,False,False,1,2,68c867731c43a850e7c2f6aa
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe (41 Countries) - 7 Days/Total 3GB,3000 MB,7 Days,3.7886595096551847,,3.7886595096551847,False,False,1,1,68bfdb508525b2c8ebf56889
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 41 Countries 5G 5 Days / Daily 500MB,500 MB/day,5 Days,2.81,2.81,3.81,False,False,1,1,68c72572418c34d5c8aab1a9
eSIM4Travel,651a85325fee853583ffe8e5,esim4travel,"France (Orange, SFR, Bouygues) - 3GB/30Days",3000 MB,30 Days,3.47,3.47,3.85,False,False,0,0,68a8a05cbb78507dd9fcdaa9
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,France 3GB 1Day,3000 MB,1 Days,3.85,,3.85,False,False,0,0,68c89208fd7fabd3fefb8bd8
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,France 5G 7 Days / Daily 500MB,500 MB/day,7 Days,2.86,2.86,3.86,False,False,1,0,68c72566418c34d5c8a9eacc
Firsty,66719ce7b8d1560ec8b11691,firsty,Firsty Comfort+ (France) - 3 Days,1500 MB/day,3 Days,3.8695371,,3.8695371,False,False,0,0,68b1d4fb2f01bb37575e6441
Earth Esim,6747c8e603e7509b3dc0bfc3,earth-esim,2GB/1 Day Europe Region eSIM,2000 MB,1 Days,3.89,,3.89,False,False,0,1,68c8164369982fcf6c77f4b3
KnowRoaming,5d26d237082986423eab74a0,knowroaming,France 1 GB 7 Days,1000 MB,7 Days,3.5,3.5,3.89,False,False,0,0,68a89ed2bb78507dd9f6f40d
Esimatic,6579951a2ab42e58d53befcd,esimatic,France,1000 MB,7 Days,3.5,3.5,3.89,False,False,0,0,68c1c668053739364a55ed53
Esimatic,6579951a2ab42e58d53befcd,esimatic,Europe,1000 MB,1 Days,3.5,3.5,3.89,False,False,0,1,68c1c669053739364a55f45a
GLOBAL YO,63c52208de7c07fba95ec104,yoverse,Europe Explorer - 3 Days - 1 GB (39 countries),1000 MB,3 Days,0.0,0.0,3.89,True,False,0,1,68c84cc79bf54bb0506165ee
GLOBAL YO,63c52208de7c07fba95ec104,yoverse,France - 3 Days - 1 GB,1000 MB,3 Days,0.0,0.0,3.89,True,False,0,0,68c84cc99bf54bb050618736
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe (49 Destinations) - 1 Day/Daily 3GB,3000 MB/day,1 Days,3.8900022537406116,,3.8900022537406116,False,False,1,1,68bfdb4f8525b2c8ebf539fb
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe (49 Destinations) - 3 Days/Daily 1GB,1000 MB/day,3 Days,3.8900022537406116,,3.8900022537406116,False,False,1,1,68bfdb4f8525b2c8ebf5394f
iRoamly,66ac21966d047ed956f30520,iroamly,France-eSIM-5GB-3 Days-Total,5000 MB,3 Days,3.9,,3.9,False,False,0,0,68baada798ac519469ac4b37
Pingwe,681ee80c407513192318e167,pingwe,France - 5 GB,5000 MB,30 Days,3.9,,3.9,False,False,0,0,68c4594f97029b24e352d134
LinkeSIM,6760c58e8c8ea74873b8bca7,linkesim,Europe 10 Countries 5 GB for 10 days,5000 MB,10 Days,3.9,,3.9,False,False,0,1,68c893dffd7fabd3fefdcece
Strong eSIM,683f99e07ee7f5a961c0c859,strong-esim,France 3GB 30Days,3000 MB,30 Days,3.9,,3.9,False,False,0,0,68c7e027fdb726e19b475813
Strong eSIM,683f99e07ee7f5a961c0c859,strong-esim,France 3GB 15Days,3000 MB,15 Days,3.9,,3.9,False,False,0,0,68c7e027fdb726e19b475982
ByteSIM,67da4da6ff6041b77e7c4db1,bytesim,France 2GB/day for 1 day,2000 MB,1 Days,3.9,,3.9,False,False,0,0,68c77b152468ddd077932d7e
eSIMo,667183eb07b54f361a880c5a,esimo,France 1GB,1000 MB,7 Days,3.32,3.32,3.9,False,False,0,0,68c49f1ce9a69e4fc3373de0
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe &amp; Asia &amp; US 41 Countries 3 Days / Daily 1GB,1000 MB/day,3 Days,2.9,2.9,3.9,False,False,1,1,68c72575418c34d5c8ab07a3
Strong eSIM,683f99e07ee7f5a961c0c859,strong-esim,Europe(30+ areas) 1GB 7Days,1000 MB,7 Days,3.9,,3.9,False,False,0,1,68c7e028fdb726e19b477799
Strong eSIM,683f99e07ee7f5a961c0c859,strong-esim,Europe(30+ areas) 1GB/Day,1000 MB,1 Days,3.9,,3.9,False,False,0,1,68c7e028fdb726e19b477a0f
GIGAGO,645a23dbc6a3d88eeb76b9ea,gigago,Europe eSIM 33 Countries - Data+Calls,500 MB/day,3 Days,3.71,3.71,3.9,False,False,0,1,68c797c730b8084fddce2367
GIGAGO,645a23dbc6a3d88eeb76b9ea,gigago,France eSIM,500 MB/day,3 Days,3.71,3.71,3.9,False,False,0,0,68c797c930b8084fddce36c1
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Global eSIM [45 countries] 7 Days 500MB/Day,500 MB/day,7 Days,3.51,3.51,3.9,False,False,1,2,68c867731c43a850e7c2ea51
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,France 3GB 3Day,3000 MB,3 Days,3.91,,3.91,False,False,0,0,68c89208fd7fabd3fefb8bdb
EscapeSIM,656019a51f0926ec7c9be0d2,escapesim,Europe And USA 3GB,3000 MB,30 Days,3.9161120388110597,,3.9161120388110597,False,False,0,1,68bef58ac338aabe6a443cab
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 41 Countries 5G 1 Day / Unlimited 5Mbps,1000 MB/day,1 Days,2.92,2.92,3.92,False,False,1,1,68c72576418c34d5c8ab0efc
Supera link,66fb8684e6cdd578fe555fdc,superalink,France - Regular,2000 MB,30 Days,3.34,3.34,3.93,False,False,0,0,68c893b0fd7fabd3fefdb90f
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 36 Countries 20 Days / Total 3GB,3000 MB,20 Days,2.95,2.95,3.95,False,False,3,1,68c72574418c34d5c8aafd0e
Roamless,66e18e73597f9c6d753b7571,roamless,France - 30 Days,1000 MB,30 Days,3.16,3.16,3.95,False,False,2,0,68c00fa8a25ba7dd4357ae89
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe &amp; Asia &amp; US (41 Countries) - 5 Days/Daily 500MB,500 MB/day,5 Days,3.9523670193316436,,3.9523670193316436,False,False,1,1,68bfdb568525b2c8ebf5ad52
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Global eSIM [24 Regions] 7 Days 3GB,3000 MB,7 Days,3.56,3.56,3.96,False,False,1,2,68c867711c43a850e7c2bfb4
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,France 3GB 5Day,3000 MB,5 Days,3.98,,3.98,False,False,0,0,68c89208fd7fabd3fefb8bde
Manet Travel,6271ccfff446fdedf3ef9a00,manet,Local France - 30 Days - 3 GB,3000 MB,30 Days,3.9867958000000003,,3.9867958000000003,False,False,0,0,68c867ba1c43a850e7c38b58
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,France 5GB - 1 Day,5000 MB,1 Days,3.59,3.59,3.99,False,False,0,0,68c891cafd7fabd3fef97c42
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe H 5GB 7Day,5000 MB,7 Days,3.99,,3.99,False,False,1,1,68c89201fd7fabd3fefb652c
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe A 3GB 10Day,3000 MB,10 Days,3.99,,3.99,False,False,1,1,68c891fefd7fabd3fefb0025
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe G 3GB 15Day,3000 MB,15 Days,3.99,,3.99,False,False,1,1,68c89200fd7fabd3fefb448b
eSIMCard,6764f0cca7e04a963bb3a185,esimcard,2GB eSIM Data For  15 Days in  Europe,2000 MB,15 Days,3.59,3.59,3.99,False,False,0,1,68c27de5d67509eadbfd97a6
MobiMatter,6386134ed12efb94fc05f1fb,mobimatter,France 2 GB,2000 MB,15 Days,3.99,,3.99,False,False,1,0,68c868451c43a850e7c61e98
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global D 2GB/Daily 1Day,2000 MB,1 Days,3.99,,3.99,False,False,1,2,68c891f6fd7fabd3fefa49e2
Saily,660ea2de2f17b102e83a96f8,saily,France 1GB 7 days,1000 MB,7 Days,3.79,3.79,3.99,False,False,0,0,68a8a10abb78507dd9ffa3ea
TooSim,6729dd5072d09200e91cc8bd,toosim,"France 1GB, 7 days",1000 MB,7 Days,3.99,,3.99,False,False,0,0,68a8a27dbb78507dd90575e3
easySim,65bef1401c656f6234208976,easysim,France 1GB 7day bundle,1000 MB,7 Days,3.99,,3.99,False,False,0,0,68b0d77a3df378710c92cf19
Kolet,6627986cc0a5b22838c8b741,kolet,,1000 MB,30 Days,3.19,3.19,3.99,False,False,0,0,68be7717a893dc4c875543a7
BetterRoaming,656073451f0926ec7caa444f,betterroaming,Local France - 7 Days - 1 GB,1000 MB,7 Days,3.59,3.59,3.99,False,False,0,0,68c0e1da22f6d54367f56c90
Esimatic,6579951a2ab42e58d53befcd,esimatic,Europe,1000 MB,7 Days,3.59,3.59,3.99,False,False,0,1,68c1c668053739364a55ef34
Esimatic,6579951a2ab42e58d53befcd,esimatic,France,1000 MB,1 Days,3.59,3.59,3.99,False,False,0,0,68c1c66f053739364a5646a3
MoreMins eSIM,661627fa152261f55b820bc8,moremins,eSIM internet in France,1000 MB,7 Days,3.59,3.59,3.99,False,False,0,0,68c80782a052e0b19f92bdb4
MobiMatter,6386134ed12efb94fc05f1fb,mobimatter,Europe Asia and USA 1 GB,1000 MB,14 Days,3.99,,3.99,False,False,1,1,68c868451c43a850e7c62224
MobiMatter,6386134ed12efb94fc05f1fb,mobimatter,Andorra 1 GB,1000 MB,7 Days,3.99,,3.99,False,False,1,0,68c868461c43a850e7c623bd
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Europe+ 1GB - 5 Days,1000 MB,5 Days,3.59,3.59,3.99,False,False,0,1,68c891c9fd7fabd3fef9786b
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,France 1GB - 10 Days,1000 MB,10 Days,3.59,3.59,3.99,False,False,0,0,68c891cafd7fabd3fef97c16
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Global 1GB - 5 Days,1000 MB,5 Days,3.59,3.59,3.99,False,False,0,2,68c891cbfd7fabd3fef98509
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe G 1GB/Daily 5Day,1000 MB/day,5 Days,3.99,,3.99,False,False,1,1,68c891fffd7fabd3fefb3ad2
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe G 500MB/Daily 7Day,500 MB/day,7 Days,3.99,,3.99,False,False,1,1,68c891fffd7fabd3fefb373d
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,France 5G 1 Day / Unlimited,0 MB,1 Days,2.99,2.99,3.99,False,False,3,0,68c72573418c34d5c8aaecfb
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe (49 Destinations) - 5 Days/Daily 500MB,500 MB/day,5 Days,3.999140593524917,,3.999140593524917,False,False,1,1,68bfdb4f8525b2c8ebf538a3
eSimFlare,67f32a92d392d55306110f1a,esimflare,Europe(30+ areas) 1.5GB/Day,5000 MB,1 Days,4.0,,4.0,False,False,0,1,68a8a357bb78507dd9086212
iRoamly,66ac21966d047ed956f30520,iroamly,France-eSIM-5GB-5 Days-Total,5000 MB,5 Days,4.0,,4.0,False,False,0,0,68baada798ac519469ac4b3c
Nesa,6792061a96f9d33acf3046d4,nesa,France 5GB 30Days,5000 MB,30 Days,3.6,3.6,4.0,False,False,1,0,68be5c49a65e2c6a86dab3c4
Ubigi,5c6df152447a286186dea121,ubigi,,5000 MB,30 Days,3.6,3.6,4.0,False,False,0,0,68c17b15cd5c66d77c1be6e7
Driffle eSIM,66c47261d104e43232185ad1,driffle,France 3GB for 30 Days,3000 MB,30 Days,4.0,,4.0,False,False,0,0,68a8a201bb78507dd9039968
eSIMX,659fbea879f1e6c5568353ba,esimx,Europe 3GB 30Days,3000 MB,30 Days,3.4,3.4,4.0,False,False,0,1,68b56692cf33f7182bfdddd2
eSIMX,659fbea879f1e6c5568353ba,esimx,France 3GB 30Days,3000 MB,30 Days,3.4,3.4,4.0,False,False,0,0,68b56692cf33f7182bfddeb1
Ubigi,5c6df152447a286186dea121,ubigi,,3000 MB,30 Days,3.6,3.6,4.0,False,False,0,0,68c17b14cd5c66d77c1bd368
eSIMatrix,66e7e0c07bf608c0e0e49f45,esimatrix,France 3 GB - 30 Days,3000 MB,30 Days,4.0,,4.0,False,False,0,0,68c2d2a331cabce80fa129ea
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe Sprint eSIM 3 GB - 30 Days,3000 MB,30 Days,3.8,3.8,4.0,False,False,1,1,68c8930ffd7fabd3fefc2d1a
