plan_id,provider_id,provider_name,plan_name,data_mb,validity_days,data_cap_per,usd_price,usd_promo_price,scope,raw_coverages,new_user_only,can_top_up,tethering,countries
68dc6937adbaffe4b0eb6a8b,6875cc9ee40f4fd4c110ce88,abesteSIM,Austria - 7 Days/Daily 3GB,3000,7,day,11.458604093888995,,local,[],False,False,True,"[""austria""]"
68dc693fadbaffe4b0eb7757,6875cc9ee40f4fd4c110ce88,abesteSIM,Austria - 30 Days/Daily 500MB,500,30,day,11.458604093888995,,local,[],False,False,True,"[""austria""]"
68dcc8fcd08bf4821b68ce98,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe H 20GB 5Day,20000,5,,11.46,,local,[],False,False,True,"[""austria""]"
693379a7c2faa6824b84bfb8,67f0abeb2a0a3aefec7a4e0f,nextSIM,eSIM Unlimited Plus 3 Days Austria,2000,3,day,11.489301809999999,11.144622755699999,local,[],False,True,,"[""austria""]"
6936d15fcb1832e7dda6102d,6284ecd32e3b6ce037733d6e,BNESIM,Surf 5GB in Austria,5000,0,,11.49,9.7665,local,[],False,False,True,"[""austria""]"
69271bdbd17b96efed9a3b24,6604b5d4447d135968a696a3,Sim Local,Austria 10 GB,10000,30,,11.5,10.925,local,[],False,,,"[""austria""]"
68dbaf4542529768fc9eb856,6111c0893bead6451dd9ce51,Airhub,Austria 5GB 30Days,5000,30,,11.5,10.695,local,[],False,False,False,"[""austria""]"
6928606900cdf5f09efc7f8a,67234c91e7fe43281f91e226,MobileSIM,Austria Unlimited data for 3 days,3000,3,day,11.5,,local,[],False,True,,"[""austria""]"
68dc6735adbaffe4b0eb0144,65fd5b85efc7ee1e3444055a,MicroEsim,Austria 5G 3 Days / Unlimited,0,3,,11.51,10.51,local,[],False,False,True,"[""austria""]"
68a8a05cbb78507dd9fcdb4f,651a85325fee853583ffe8e5,eSIM4Travel,"Austria (Magenta Telekom,Drei,A1) - 10GB/30Days",10000,30,,11.58,10.422,local,[],False,True,True,"[""austria""]"
68dc7663380bee6a64596e96,67f0abeb2a0a3aefec7a4e0f,nextSIM,eSIM Austria 10GB 30Days Premium,10000,30,,11.64063,11.2914111,local,[],False,True,,"[""austria""]"
691445a3dbf45f8879f0487a,67f0abeb2a0a3aefec7a4e0f,nextSIM,eSIM Pro Austria 3GB 90Days Mobile Data + SMS Number,3000,90,,11.64063,11.2914111,local,[],False,True,,"[""austria""]"
68dcc8fdd08bf4821b68d211,63760bdc4e2b1c13f365b600,Yoho Mobile,Austria 10GB 30Day,10000,30,,11.66,,local,[],False,False,True,"[""austria""]"
68dcc8fad08bf4821b68ce6b,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe H 1GB/Daily 20Day,1000,20,day,11.71,,local,[],False,False,True,"[""austria""]"
68b56692cf33f7182bfddc15,659fbea879f1e6c5568353ba,eSIMX,Austria 20GB 7Days,20000,7,,11.8,10.030000000000001,local,[],False,,,"[""austria""]"
68d609e0de847567bc68ef05,67da4da6ff6041b77e7c4db1,ByteSIM,Austria 10GB/day for 3 days,10000,3,day,11.9,,local,[],False,False,True,"[""austria""]"
68d609e0de847567bc68ef1a,67da4da6ff6041b77e7c4db1,ByteSIM,Austria 10GB for 7 days,10000,7,,11.9,,local,[],False,False,True,"[""austria""]"
68da253a184401d0d814c2cf,5d16f93191d4f93192b3349c,RedteaGO,Austria,10000,60,,11.9,11.305,local,[],False,,,"[""austria""]"
68c49f1ce9a69e4fc3373c48,667183eb07b54f361a880c5a,eSIMo,Austria 5GB,5000,30,,11.9,9.282,local,[],False,,,"[""austria""]"
68d609e0de847567bc68eee9,67da4da6ff6041b77e7c4db1,ByteSIM,Austria 500MB/day for 15 days,500,15,day,11.9,,local,[],False,False,True,"[""austria""]"
68dfb36dff55de2461cf5e6e,6764f0cca7e04a963bb3a185,eSIMCard,"10GB Data For 30Day in Austria, Unthrottled",10000,30,,11.93,10.737,local,[],False,True,True,"[""austria""]"
68db500fad3a60089d636afe,6893406fad0c5ce27be2e9bd,BambooSIM,Austria eSIM,5000,7,,11.95,10.754999999999999,local,[],False,False,True,"[""austria""]"
68db500ead3a60089d6366f0,6893406fad0c5ce27be2e9bd,BambooSIM,Austria eSIM,3000,30,,11.95,10.754999999999999,local,[],False,False,True,"[""austria""]"
692353aeb8734fbaf0232af0,68c14302db0d9dcc729f5232,ESIM.DOG 🐶,⚡️ [5G] Three Austria - Best 5G Coverage (20GB/30Days),20000,30,,11.98,11.381,local,[],False,,True,"[""austria""]"
692353aeb8734fbaf0232af1,68c14302db0d9dcc729f5232,ESIM.DOG 🐶,⚡️ A1/H3G Austria - Best Coverage (20GB/30Days),20000,30,,11.98,11.381,local,[],False,,True,"[""austria""]"
68a8a109bb78507dd9ffa248,660ea2de2f17b102e83a96f8,Saily,Austria 20GB 30 days,20000,30,,11.99,11.3905,local,[],False,,,"[""austria""]"
69164e33c9f78a13c9b1d6ea,67d42f6255619141b6762338,Giga.Tel,"Europe 8 countries, 20GB",20000,7,,11.99,,local,[],False,False,False,"[""austria""]"
691ca49990091e52225a2a67,68eb627bce9b25a6b884d2c7,LNVPN,"eSIM, 20GB, 30 Days, Austria, V2",20000,30,,11.99,,local,[],False,,,"[""austria""]"
68a8a333bb78507dd907d54e,67e21fecbee2c9848c987c36,NXTL Mobile,Austria 10.9GB - NXTL eSIM,10900,0,,11.99,10.1915,local,[],False,True,True,"[""austria""]"
68cc4ed9e8cc05fea0a7b805,65bef1401c656f6234208976,easySim,Austria 5GB 30day bundle,5000,30,,11.99,,local,[],False,False,True,"[""austria""]"
6936c4c0bf8e875bfac5179f,6686050b234c9994fcbd5060,Truely,"Austria - 5GB, Never Expires",5000,0,,11.99,10.791,local,[],False,True,True,"[""austria""]"
68dc693aadbaffe4b0eb6d5a,6875cc9ee40f4fd4c110ce88,abesteSIM,Austria - 10 Days/Daily 2GB,2000,10,day,11.991024082089897,,local,[],False,False,True,"[""austria""]"
68d50bed00caad49ca94e214,66ac21966d047ed956f30520,iRoamly,Austria-eSIM-20GB-3 Days-Total,20000,3,,12.0,,local,[],False,False,True,"[""austria""]"
68db502dad3a60089d637e07,68d9d80d1ca1afab5063d1a6,Lotso Travel,Austria 20GB - 5 Days,20000,5,,12.0,,local,[],False,True,True,"[""austria""]"
68dc3bc77a5e177b658e07c8,5e8d7bfe206f3b3af9d16058,GlobaleSIM,Austria,20000,30,,12.0,10.8,local,[],False,,,"[""austria""]"
69112ff43fe2ba3d9b824a8b,5d663d552a89717945a0d26d,Airalo,Galli - 20 GB,20000,30,,12.0,10.2,local,[],False,,,"[""austria""]"
692979bb6135c6c83cb20fe5,67234c91e7fe43281f91e226,MobileSIM,Austria 20 GB for 30 days,20000,30,,12.0,,local,[],False,True,,"[""austria""]"
68a8a031bb78507dd9fc4db2,643fbeb179777aa7ebe1e0f6,Instabridge,10 GB Austria eSIM Mobile Data Plan,10000,30,,12.0,9.6,local,[],False,,,"[""austria""]"
68dc92acb3260a0aac7cb3e3,67f7ef2af6193863e84220a1,alodata,eSIM 10GB for 30 Days in Austria,10000,30,,12.0,9.6,local,[],False,False,True,"[""austria""]"
68f0b98165446732f2239303,68f051d5d01131159d49987f,Virgin Connect Roam,Austria 10GB for 30 days,10000,30,,12.0,,local,[],False,True,True,"[""austria""]"
69337aabc2faa6824b84d0c8,68e7198b6cfed51c366a6338,WonderConnect,Austria,10000,30,,12.0,,local,[],False,True,True,"[""austria""]"
68a8a282bb78507dd9058128,673159aa72d09200e94affe3,Simbye,Austria 5GB 30Days,5000,30,,12.0,,local,[],False,False,True,"[""austria""]"
68a8a35ebb78507dd9088301,67f4e1829336f32854e95515,Qrispy eSIM,Austria 5GB,5000,0,,12.0,9.6,local,[],False,True,True,"[""austria""]"
68ca8e795c57dc6cfeedc725,6809c2333db6ecdf6272bc41,ConnectedYou,Austria 5 GB 30 Days,5000,30,,12.0,9.6,local,[],False,True,True,"[""austria""]"
68dc228577d60391de28ade2,67f5bc61d3538b2c85713271,ZenSim,Austria 5GB - 30 Days,5000,30,,12.0,,local,[],False,True,True,"[""austria""]"
68cb446d9e5ee30c7a437243,66d97b236734f85a8761a32d,Keep On Roaming,KOR-AT-UNLIMITED-3D,1000,3,day,12.0,,local,[],False,False,True,"[""austria""]"
68dc92adb3260a0aac7cb48d,67f7ef2af6193863e84220a1,alodata,eSIM Unlimited for 5 Days in Austria,1000,5,day,12.0,9.6,local,[],False,False,True,"[""austria""]"
692ea259d86d10423e0b647c,658542de5131ef287a24cf6f,Eskimo eSIM,Unlimited Austria 3 days,1000,3,day,12.0,5.0,local,[],False,True,True,"[""austria""]"
68dcc8fcd08bf4821b68ce99,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe H 20GB 7Day,20000,7,,12.2,,local,[],False,False,True,"[""austria""]"
690288468c69c31d2a64b4b7,67f32a92d392d55306110f1a,eSimFlare,Austria 10GB 30Days,10000,30,,12.2,,local,[],False,True,True,"[""austria""]"
68dbdbb5fbcb379ba77a80e8,6764f0cca7e04a963bb3a185,eSIMCard,"Unlimited Data For 7Day in Austria, Throttled",1000,7,day,12.22,10.998000000000001,local,[],False,True,True,"[""austria""]"
68b1d4fa2f01bb37575e5987,66719ce7b8d1560ec8b11691,Firsty,Firsty Comfort+ (Austria) - 10 Days,1500,10,day,12.2226615,,local,[],False,True,,"[""austria""]"
68da519f9ecaacd99c749ffe,66e18e73597f9c6d753b7571,Roamless,Austria - No Expiration,5000,0,,12.25,9.8,local,[],False,True,True,"[""austria""]"
68dc6729adbaffe4b0eae702,65fd5b85efc7ee1e3444055a,MicroEsim,Austria 5G 15 Days / Daily 1GB,1000,15,day,12.38,11.38,local,[],False,False,True,"[""austria""]"
68db69d027a6d0119329eb90,656019a51f0926ec7c9be0d2,EscapeSIM,Austria 15GB,15000,30,,12.401550380659447,,local,[],False,True,True,"[""austria""]"
68dcc92bd08bf4821b68f3c7,63c9055d1fddfcd02ef84f69,Textr eSIM,Austria 20GB,20000,60,,12.47,,local,[],False,,,"[""austria""]"
69091eb022f3b73eb85a3232,67d42f6255619141b6762338,Giga.Tel,"Europe 8 countries, 20GB",20000,30,,12.49,,local,[],False,False,False,"[""austria""]"
69339434e241b54167b2cf4e,656073451f0926ec7caa444f,BetterRoaming,Local Austria - 30 Days - 20 GB,20000,30,,12.49,11.241,local,[],False,False,False,"[""austria""]"
68d50bed00caad49ca94e215,66ac21966d047ed956f30520,iRoamly,Austria-eSIM-20GB-5 Days-Total,20000,5,,12.5,,local,[],False,False,True,"[""austria""]"
68c2d2a431cabce80fa12e02,66e7e0c07bf608c0e0e49f45,eSIMatrix,Austria 10 GB - 30 Days,10000,30,,12.5,,local,[],False,,,"[""austria""]"
6903bb57260a5cc96d1e810c,645a23dbc6a3d88eeb76b9ea,GIGAGO,Austria eSIM,10000,3,,12.5,11.875,local,[],False,,,"[""austria""]"
68f84db16e408fb6c71278ad,602194fd4b7cb92caf6ffad3,Nomad,Local Austria - 30 Days - 5 GB,5000,30,,12.5,9.5,local,[],False,True,True,"[""austria""]"
68d50bed00caad49ca94e1f5,66ac21966d047ed956f30520,iRoamly,Austria-eSIM-3GB-7 Days-Daily,3000,7,day,12.5,,local,[],False,False,True,"[""austria""]"
69077806a930c70d6ca34e2e,663a2caf5fddf2d5b402fd46,mobineX,3 GB - 7 days,3000,7,,12.5,11.25,local,[],False,True,,"[""austria""]"
69254af2ace2426a75767529,5eb95317a5faaf0b7dfa9b24,Billion Connect,Global eSIM [20 Regions] 10 Days 2GB/Day,2000,10,day,12.5,11.25,local,[],False,,True,"[""austria""]"
69254af2ace2426a75767552,5eb95317a5faaf0b7dfa9b24,Billion Connect,Global eSIM [20 Regions] 20 Days 1GB/Day,1000,20,day,12.64,11.376000000000001,local,[],False,,True,"[""austria""]"
691cf2a279f044bab494bfb7,665ed6fa8fd63873885d7aeb,Always Mobile,Austria 20GB 30Days,20000,30,,12.75,,local,[],False,True,True,"[""austria""]"
69271bdbd17b96efed9a3b36,6604b5d4447d135968a696a3,Sim Local,Austria 20 GB,20000,30,,12.75,12.1125,local,[],False,,,"[""austria""]"
68da18f16615aa2474b724e6,66907fe1b6e41711f1516527,Esimtrav,Austria eSIM Recharge 5GB - 30 Days,5000,30,,12.75,,local,[],False,,,"[""austria""]"
68d542de60890c87004ebeb6,655c9ea51f0926ec7c37def1,GoMoWorld,Austria,12000,15,,12.79305237,10.46492637,local,[],False,False,True,"[""austria""]"
68b1d5002f01bb37575e8263,66719ce7b8d1560ec8b11691,Firsty,Firsty First Class (Austria) - 5 Days,5000,5,day,12.804693,,local,[],False,True,,"[""austria""]"
68d6da9a622eb11f91651950,6579951a2ab42e58d53befcd,Esimatic,Austria,10000,30,,12.89,11.601,local,[],False,True,True,"[""austria""]"
68c7bf83fc430c84986196de,621474082e011dca5e3ebd1f,SimOptions,Austria 10GB,10000,30,,12.9,11.61,local,[],False,,,"[""austria""]"
68ca8eed5c57dc6cfeedf61f,682d271c08820152a644c1ce,ChillaxSIM,Austria  Total 10GB for 15 days,10000,15,,12.9,9.9,local,[],False,False,True,"[""austria""]"
68d609e0de847567bc68ef1b,67da4da6ff6041b77e7c4db1,ByteSIM,Austria 10GB for 10 days,10000,10,,12.9,,local,[],False,False,True,"[""austria""]"
68dab539ef4f54f532e2843d,683f99e07ee7f5a961c0c859,Strong eSIM,Austria 10GB 30Days,10000,30,,12.9,,local,[],False,True,True,"[""austria""]"
68ca8eed5c57dc6cfeedf607,682d271c08820152a644c1ce,ChillaxSIM,Austria  3GB/day for 5 days,3000,5,day,12.9,9.9,local,[],False,False,True,"[""austria""]"
68d609e0de847567bc68eefe,67da4da6ff6041b77e7c4db1,ByteSIM,Austria 3GB/day for 5 days,3000,5,day,12.9,,local,[],False,False,True,"[""austria""]"
6936c4c0bf8e875bfac517a6,6686050b234c9994fcbd5060,Truely,"Austria - Unlimited, 3 days",0,3,,12.9,11.61,local,[],False,True,True,"[""austria""]"
68dcc8fcd08bf4821b68ce9a,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe H 20GB 10Day,20000,10,,12.95,,local,[],False,False,True,"[""austria""]"
68db500fad3a60089d636aff,6893406fad0c5ce27be2e9bd,BambooSIM,Austria eSIM,5000,14,,12.95,11.655,local,[],False,False,True,"[""austria""]"
69164e33c9f78a13c9b1d6eb,67d42f6255619141b6762338,Giga.Tel,"Europe 8 countries, 20GB",20000,15,,12.99,,local,[],False,False,False,"[""austria""]"
68a8a27dbb78507dd9057753,6729dd5072d09200e91cc8bd,TooSim,"Austria 10GB, 30 days",10000,30,,12.99,,local,[],False,False,True,"[""austria""]"
68db84c9c7d163c6f6a939c1,5c89d6b91144d06205595375,GigSky,Austria,10000,30,,12.99,10.392,local,[],False,,,"[""austria""]"
68dcbcad4dcfed00f176896a,67d42f6255619141b6762338,Giga.Tel,"Europe 8 countries, 3GB/day",3000,7,day,12.99,,local,[],False,False,False,"[""austria""]"
68d50bed00caad49ca94e216,66ac21966d047ed956f30520,iRoamly,Austria-eSIM-20GB-7 Days-Total,20000,7,,13.0,,local,[],False,False,True,"[""austria""]"
68db502dad3a60089d637e05,68d9d80d1ca1afab5063d1a6,Lotso Travel,Austria 20GB - 15 Days,20000,15,,13.0,,local,[],False,True,True,"[""austria""]"
68dcc9a5d08bf4821b6910d7,663a1a4b5fddf2d5b402906b,Roamify,Austria eSIM 15 GB - 15 Days,15000,15,,13.0,12.35,local,[],False,False,True,"[""austria""]"
68a8a460bb78507dd90a338b,684e1eabd07ed58cc6292ed4,Jett-On,AUSTRIA 10GB  10 DAYS,10000,10,,13.0,11.7,local,[],False,True,True,"[""austria""]"
68f03bcbfdf52f1204f094b5,65aa0df15b71971c8cb28801,eSIM.sm,10GB 30 days - Austria,10000,30,,13.0,,local,[],False,True,True,"[""austria""]"
690cea09ede13d08cfccb4aa,68f2f31416dfe743e600212e,WoWo Sim,Austria 10GB 30 Days,10000,30,,13.0,11.44,local,[],False,True,,"[""austria""]"
692da5f708d10639c06fffe8,66769b11aae616d28af63a88,Voye Global,Austria 15 Days 8GB,8000,15,,13.0,11.05,local,[],False,,,"[""austria""]"
692da5f708d10639c06ffed8,66769b11aae616d28af63a88,Voye Global,Austria 7 Days Unlimited,2000,7,day,13.0,11.05,local,[],False,,,"[""austria""]"
68dcc8fad08bf4821b68ce64,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe H 500MB/Daily 30Day,500,30,day,13.2,,local,[],False,False,True,"[""austria""]"
692710d6ac6d3aa736a6e4d6,690c7118e055419968646f6e,Spark Roam,20 GB / 30 Days,20000,30,,13.3,,local,[],False,False,,"[""austria""]"
693379acc2faa6824b84c96a,67f0abeb2a0a3aefec7a4e0f,nextSIM,eSIM 20GB 30 Days Austria,20000,30,,13.47984954,13.0754540538,local,[],False,True,,"[""austria""]"
68dcca43d08bf4821b694cec,66fb8684e6cdd578fe555fdc,Supera link,Austria - Regular,15000,30,,13.49,11.4665,local,[],False,True,True,"[""austria""]"
